实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
23318,麦子金服,70.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
经营异常多；
",无,大,互联网资产管理,无,无,上海,上海,工司,数据库,不详,不详,3,71,80%,47,90%,0,不详,1,85%,1,0
25156,快贷网,70.0,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,四川,成都,工司,数据库,不详,不详,3,20,75%,7,60%,0,不详,0,不详,0,0
25978,九牛,70.0,2018-04-15,2018-04-08,"煽动性广告多；
",,不详,催收,,,上海,上海,工司,数据库,不详,不详,3,79,85%,7,不详,0,不详,0,不详,0,0
26934,拍来贷,70.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,2,60%,7,65%,0,不详,0,不详,0,0
2520,花生米富,69.65,2018-04-15,2018-01-10,"煽动性广告多；
",无,小,网络借贷,无,无,北京,北京,平台,网贷之家,15%,65%,3,179,90%,0,不详,0,不详,0,不详,1,0
2426,中盈贷,69.5,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,1,85%,0,0
34,简易贷,69.425,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,15%,50%,3,26,70%,2,30%,0,不详,0,不详,0,0
119,平凡金融,68.75,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,65%,3,2,20%,0,不详,0,不详,0,不详,0,0
184,搜搜金融网,68.75,2018-04-15,2018-01-30,"经营异常多；
",,不详,,,,福建,福州,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,1,85%,0,0
377,贵州网贷,68.75,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,,贵州,贵阳,平台,网贷之家,15%,65%,3,5,45%,4,80%,0,不详,0,不详,0,0
717,益投网贷,68.75,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,19%,70%,3,3,35%,0,不详,0,不详,1,85%,0,0
1881,中益信金融,68.75,2018-04-15,2018-01-10,"诉讼记录多；
经营异常多；
",,不详,,,,云南,昆明,平台,网贷之家,15%,65%,3,0,不详,0,不详,1,80%,1,85%,0,0
1948,大唐普惠,68.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,15%,65%,3,1,30%,0,不详,0,不详,0,不详,0,0
2173,助商金服,68.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,15%,65%,3,0,20%,0,不详,0,不详,0,不详,0,0
1950,速贷100,68.525,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,韶关,平台,网贷之家,14%,65%,3,0,30%,0,不详,0,不详,0,不详,0,0
2255,乐投贷,68.525,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,福建,,平台,网贷之家,14%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
152,金梧桐,68.375,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,11%,30%,3,47,75%,0,不详,0,不详,0,不详,0,0
1196,好利网,68.3333,2018-04-15,2018-01-10,"诉讼记录多；
煽动性广告多；
",null,小,网络借贷,无,无,上海,上海,平台,网贷之家,9%,10%,3,205,90%,2,60%,2,85%,0,不详,1,0
22140,巨如意,68.1429,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,7,60%,22,60%,0,不详,0,不详,0,0
191,优车融,68.0,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,重庆,重庆,平台,网贷之家,14%,50%,3,5,45%,4,30%,0,不详,0,不详,0,0
722,亚联财富,68.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,山东,临沂,平台,网贷之家,14%,65%,3,0,不详,0,不详,1,80%,0,不详,0,0
1338,大时贷,68.0,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,65%,3,64,90%,0,不详,0,不详,1,85%,0,0
1358,长久贷,68.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,14%,65%,3,45,70%,0,不详,0,不详,0,不详,0,0
241,诚汇通,67.925,2018-04-15,2018-01-30,"经营异常多；
",,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,14%,60%,3,20,70%,0,不详,0,不详,1,85%,0,0
25585,轻创贷,67.8333,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,终止运营,广东,广州,平台,网贷之家,10%,20%,3,0,不详,0,不详,0,不详,0,不详,0,0
1119,车邦贷(浙),67.775,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,,,,浙江,杭州,平台,网贷之家,14%,65%,3,8,20%,0,不详,1,80%,0,不详,0,0
1229,互助贷,67.75,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,山东,青岛,平台,网贷之家,9%,10%,3,3,35%,0,不详,0,不详,0,不详,0,0
1134,人文贷,67.25,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,河北,石家庄,平台,网贷之家,14%,65%,3,14,75%,0,不详,13,90%,0,不详,0,0
20052,随时融,67.2083,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,终止运营,北京,北京,平台,网贷之家,9%,10%,3,0,不详,0,不详,0,不详,0,不详,0,0
25072,恒瑞财富,67.0,2018-04-15,2018-04-08,暂无,,不详,互联网资产管理,,,广东,广州,工司,数据库,不详,不详,3,2,不详,3,不详,0,不详,0,不详,0,0
1911,飞特金融,66.95,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,天津,天津,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
667,温易贷,66.875,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,浙江,,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
1189,乐投创富,66.875,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,福建,福州,平台,网贷之家,14%,65%,3,2,40%,0,不详,0,不详,0,不详,0,0
1954,钱爸爸,66.6042,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,互联网基金销售,,,广东,深圳,平台,网贷之家,10%,20%,3,359,90%,0,不详,0,不详,0,不详,0,0
110,朔诚资产,66.5,2018-04-15,2018-03-25,暂无,,不详,互联网资产管理,,停业,上海,上海,平台,网贷之家,10%,15%,3,0,不详,0,不详,0,不详,0,不详,0,0
1284,贷贷网,66.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,14%,60%,3,5,35%,3,不详,0,不详,0,不详,0,0
303,沃时贷,66.35,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,江苏,南京,平台,网贷之家,14%,60%,3,9,70%,0,不详,5,90%,0,不详,0,0
1876,信和贷,66.35,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,福建,福州,平台,网贷之家,14%,60%,3,0,不详,0,45%,2,85%,0,不详,0,0
1123,冠腾投资,65.75,2018-04-15,2018-01-10,暂无,,不详,,,,河北,石家庄,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
25295,智富大管家,65.55,2018-04-15,2018-03-18,"经营异常多；
",,不详,网络借贷,,终止运营,广东,深圳,平台,网贷之家,15%,70%,3,0,不详,0,不详,0,不详,1,85%,0,0
2267,玄谷金融,65.3333,2018-04-15,2018-03-18,暂无,,不详,,,,上海,上海,平台,网贷之家,8%,5%,3,0,不详,0,不详,0,不详,0,不详,0,0
1187,诚投在线,65.3,2018-04-15,2018-01-10,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,14%,65%,3,0,不详,0,不详,1,80%,1,85%,0,0
1362,惠金贷,65.225,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,14%,60%,3,22,75%,1,不详,0,不详,0,不详,0,0
1389,私房投,65.225,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,山东,淄博,平台,网贷之家,14%,60%,3,6,50%,0,不详,0,不详,0,不详,0,0
1900,异享金融,65.15,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,河南,郑州,平台,网贷之家,14%,60%,3,5,55%,0,不详,0,不详,1,85%,0,0
2359,广亿贷,65.0857,2018-04-15,2018-01-10,"收益率过高；
",,不详,网络借贷,,提现困难,贵州,贵阳,平台,网贷之家,20%,90%,3,0,不详,0,不详,0,不详,0,不详,0,0
124,银强金融,65.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,预警,浙江,,平台,网贷之家,14%,60%,3,22,85%,0,不详,0,不详,0,不详,0,0
138,网投网,65.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,9%,30%,3,102,90%,6,45%,0,不详,0,不详,0,0
161,58money,65.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
182,前金融,65.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,12%,50%,3,44,85%,7,80%,0,不详,0,不详,0,0
206,手投网,65.0,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,终止运营,北京,北京,平台,网贷之家,14%,60%,3,21,75%,5,90%,0,不详,0,不详,1,0
278,银巴克,65.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,不详,不详,3,51,90%,14,80%,0,不详,0,不详,0,0
290,口贷网,65.0,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,四川,成都,平台,网贷之家,14%,60%,3,15,60%,0,不详,2,85%,0,不详,0,0
320,豫商贷,65.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,14%,60%,3,11,70%,0,不详,0,不详,0,不详,0,0
380,网筹金融,65.0,2018-04-15,2018-01-10,暂无,,不详,互联网资产管理,,,北京,北京,平台,网贷之家,9%,10%,3,10,55%,6,65%,0,不详,0,不详,0,0
893,今日捷财,65.0,2018-04-15,2018-01-30,暂无,无,不详,网络借贷,无,无,上海,上海,平台,网贷之家,9%,10%,3,19,60%,7,75%,0,不详,0,不详,0,1
936,华人金融,65.0,2018-04-15,2018-04-01,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,10%,20%,3,11,75%,31,不详,0,不详,0,不详,0,0
951,宁创贷,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,宁波,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
1016,智联财富,65.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,福建,福州,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,1,85%,0,0
1038,握握金服,65.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,,,,山东,济南,平台,网贷之家,14%,60%,3,53,75%,1,不详,0,不详,1,85%,0,0
1075,长汇财富,65.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,河北,石家庄,平台,网贷之家,13%,55%,3,5,50%,10,不详,0,不详,0,不详,0,0
1080,十鼎贷,65.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,浙江,宁波,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
1204,亲亲小贷,65.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,预警,北京,北京,平台,网贷之家,14%,60%,3,5,50%,0,不详,3,85%,0,不详,0,0
1255,恒利网,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,山东,临沂,平台,网贷之家,14%,60%,3,4,不详,0,不详,0,不详,0,不详,0,0
1302,豆芽金融,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,14%,60%,3,2,20%,0,不详,0,不详,0,不详,0,0
1420,四达投资,65.0,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,提现困难,四川,宜宾,平台,网贷之家,14%,60%,3,0,不详,0,不详,2,85%,0,不详,0,0
1518,钱市网,65.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,互联网资产管理,,,浙江,杭州,平台,网贷之家,13%,55%,3,68,80%,26,55%,0,不详,0,不详,0,0
1826,融金交易,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,云南,昆明,平台,网贷之家,14%,60%,3,0,40%,0,不详,0,不详,0,不详,0,0
1854,富仁金融,65.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,不详,不详,3,0,80%,17,85%,0,不详,0,不详,0,0
1858,银象网,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2019,富轩投资,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,惠州,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2086,邦邦贷,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,停业,广东,深圳,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2123,先锋e融,65.0,2018-04-15,2018-01-10,暂无,,不详,,,,湖北,武汉,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2128,点滴身边,65.0,2018-04-15,2018-01-10,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,朝阳,平台,网贷之家,14%,60%,3,123,85%,1,不详,1,80%,0,不详,0,0
2172,赢贷通,65.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,新疆,乌鲁木齐,平台,网贷之家,14%,60%,3,1,不详,0,不详,0,不详,1,85%,0,0
2191,苏诚金融,65.0,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,江苏,南京,平台,网贷之家,14%,60%,3,1,不详,0,不详,0,不详,1,85%,0,0
2335,钱100,65.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,31,95%,7,55%,0,不详,0,不详,0,0
2464,月月贷,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,停业,湖北,武汉,平台,网贷之家,14%,60%,3,0,不详,1,不详,0,不详,0,不详,0,0
2517,投促金融,65.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,四川,成都,平台,网贷之家,14%,20%,3,0,不详,0,不详,0,不详,0,不详,0,0
2518,鲁班贷,65.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2604,快约金服,65.0,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,14%,60%,3,1,不详,0,不详,0,不详,0,不详,0,0
2606,互赢金融,65.0,2018-04-15,2018-03-25,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,不详,不详,3,10,65%,11,不详,0,不详,1,85%,0,0
2632,金羊金服,65.0,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,9%,10%,3,27,不详,13,80%,0,不详,0,不详,0,0
2643,金刚金服,65.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,5,35%,14,75%,0,不详,0,不详,0,0
12997,九付,65.0,2018-04-15,2018-01-30,暂无,,小,第三方支付,,无,上海,上海,工司,数据库,不详,不详,3,2,75%,7,55%,0,不详,0,不详,1,0
21130,海峡交易所,65.0,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,交易所,,,江西,抚州,工司,数据库,不详,不详,3,0,不详,6,65%,13,90%,0,不详,0,0
21656,都城国际,65.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,互联网期货,,,浙江,宁波,工司,数据库,不详,不详,3,26,75%,6,60%,0,不详,1,85%,0,0
23060,荣格金融,65.0,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,深圳,工司,数据库,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
26549,连盈贷,65.0,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,终止运营,北京,北京,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,1,85%,0,0
27639,滚雪球,65.0,2018-04-15,2018-04-15,暂无,,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,281,55%,6,30%,0,不详,0,不详,0,0
199,车易贷,64.55,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,惠州,平台,网贷之家,14%,65%,3,17,85%,0,不详,0,不详,0,不详,0,0
1818,网贷路,64.25,2018-04-15,2018-01-10,"收益率过高；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,19%,85%,3,0,不详,0,不详,0,不详,1,85%,0,0
896,达人贷,64.175,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,30,75%,0,不详,11,90%,0,不详,0,0
1921,沪商财富,64.175,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,14%,55%,3,4,30%,0,不详,4,90%,0,不详,0,0
325,易融恒信,64.1,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,14%,60%,3,3,45%,0,不详,0,不详,0,不详,0,0
13722,盈利盒子,63.8333,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,停业,河北,石家庄,平台,网贷之家,10%,20%,3,0,不详,0,不详,0,不详,0,不详,0,0
975,海星宝理财,63.8,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,福建,泉州,平台,网贷之家,14%,60%,3,7,60%,1,不详,0,不详,0,不详,0,0
21791,八点网,63.75,2018-04-15,2018-01-30,暂无,,不详,网络众筹,,,广东,中山,工司,数据库,15%,65%,3,0,55%,0,不详,0,不详,0,不详,0,0
22230,粤科金服,63.6667,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,7%,不详,3,0,不详,0,不详,0,不详,0,不详,0,0
1156,海贷金服,63.65,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,14%,55%,3,2,不详,0,不详,0,不详,0,不详,0,0
154,善贷,63.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广西,南宁,平台,网贷之家,14%,60%,3,24,75%,0,30%,0,不详,0,不详,0,0
156,广西东盟贷,63.5,2018-04-15,2018-01-30,暂无,,不详,,,,广西,南宁,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2167,产融贷,63.2,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,2,20%,0,不详,0,不详,0,不详,0,0
1020,金融街在线,63.125,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,8%,不详,3,19,65%,0,不详,0,不详,0,不详,0,0
17442,财富之门,63.0,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,终止运营,北京,朝阳,平台,网贷之家,12%,40%,3,332,90%,3,不详,0,不详,0,不详,0,0
1012,捞财宝,62.7917,2018-04-15,2018-04-15,"诉讼记录多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,10%,15%,3,18,40%,1,45%,1,80%,0,不详,0,0
217,联鑫贷,62.75,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,内蒙古,包头,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2059,百融网,62.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,河南,郑州,平台,网贷之家,14%,60%,3,0,不详,0,不详,0,不详,0,不详,0,0
2121,融商贷,62.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,福建,福州,平台,网贷之家,14%,65%,3,7,60%,1,不详,0,不详,0,不详,0,0
1644,徽盐金融,62.7083,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,安徽,合肥,平台,网贷之家,9%,10%,3,43,65%,1,不详,0,不详,0,不详,0,0
246,无忧车贷,62.675,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,44,80%,1,不详,2,85%,0,不详,0,0
938,果树财富,62.6,2018-04-15,2018-01-10,暂无,,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,14%,55%,3,15,70%,1,不详,0,不详,0,不详,0,0
1385,富金利,62.525,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,14%,60%,3,2,45%,0,不详,0,不详,0,不详,0,0
18140,金德微交易,62.5,2018-04-15,2018-03-18,"诉讼记录多；
",,不详,交易所,,,广东,,工司,数据库,不详,不详,3,154,75%,4,55%,8,90%,0,不详,0,0
1884,房易贷,62.45,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,安徽,合肥,平台,网贷之家,14%,60%,3,14,65%,1,30%,0,不详,1,85%,0,0
2076,利好贷,62.375,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,福建,厦门,平台,网贷之家,14%,60%,3,0,20%,0,不详,1,80%,0,不详,0,0
